365,1.9938,1
366,1.9937,1
367,1.9937,1
368,1.9932,1
369,1.9933,1
370,1.9935,1
371,1.9936,1
372,1.9939,1
373,1.9941,1
374,1.9937,1
375,1.9932,1
376,1.9933,1
377,1.9934,1
378,1.9936,1
379,1.9927,1
380,1.9928,1
381,1.9929,1
382,1.9928,1
383,1.9928,1
384,1.9928,1
385,1.9928,1
386,1.9927,1
387,1.9927,1
388,1.9927,1
389,1.9927,1
390,1.9927,1
391,1.9927,1
392,1.9927,1
393,1.9927,1
394,1.9927,1
395,1.9927,1
396,1.9927,1
397,1.9927,1
398,1.9927,1
399,1.9927,1
400,1.9928,1
401,1.9928,1
402,1.9928,1
403,1.9928,1
404,1.9928,1
405,1.9928,1
406,1.9927,1
407,1.9927,1
408,1.9927,1
409,1.9927,1
410,1.9927,1
411,1.9927,1
412,1.9928,1
413,1.993,1
414,1.9931,1
415,1.9931,1
416,1.9933,1
417,1.9934,1
418,1.9936,1
419,1.9936,1
420,1.9937,1
421,1.9939,1
422,1.994,1
423,1.9938,1
424,1.9941,1
425,1.9944,1
426,1.9933,1
427,1.9933,1
428,1.9934,1
429,1.9936,1
430,1.9937,1
431,1.994,1
432,1.9939,1
433,1.9943,1
434,1.9947,1
435,1.9952,1
436,1.9938,1
437,1.9945,1
438,1.9946,1
439,1.995,1
440,1.9953,1
441,1.9948,1
442,1.9952,1
443,1.9952,1
444,1.9954,1
445,1.9947,1
446,1.9928,1
447,1.9928,1
448,1.9927,1
449,1.9926,1
450,1.9927,1
451,1.9926,1
452,1.9926,1
453,1.9928,1
454,1.9929,1
455,1.9931,1
456,1.9932,1
457,1.9934,1
458,1.9935,1
459,1.9937,1
460,1.9939,1
461,1.994,1
462,1.9942,1
463,1.9943,1
464,1.9945,1
465,1.9926,1
466,1.9924,1
467,1.9924,1
468,1.9924,1
469,1.9925,1
470,1.9926,1
471,1.9927,1
472,1.9928,1
473,1.9928,1
474,1.993,1
475,1.9933,1
476,1.9934,1
477,1.9935,1
478,1.9936,1
479,1.9927,1
480,1.9927,1
481,1.9927,1
482,1.9929,1
483,1.9933,1
484,1.9935,1
485,1.9937,1
486,1.9931,1
487,1.9933,1
488,1.9929,1
489,1.993,1
490,1.9929,1
491,1.993,1
492,1.993,1
493,1.9933,1
494,1.9934,1
495,1.9932,1
496,1.9932,1
497,1.9932,1
498,1.9932,1
499,1.9933,1
500,1.9934,1
501,1.9942,1
502,1.995,1
503,1.9958,1
504,1.9961,1
505,1.9968,1
506,1.9975,1
507,1.9983,1
508,1.9991,1
509,1.9987,1
510,1.9993,1
511,2,1
512,1.9992,1
513,1.9919,1
514,1.9919,1
515,1.992,1
516,1.992,1
517,1.992,1
518,1.992,1
519,1.992,1
520,1.9921,1
521,1.9923,1
522,1.9922,1
523,1.9922,1
524,1.992,1
525,1.9919,1
526,1.9924,1
527,1.9922,1
528,1.9922,1
529,1.9922,1
530,1.9922,1
531,1.9922,1
532,1.9923,1
533,1.9923,1
534,1.9923,1
535,1.9923,1
536,1.9925,1
537,1.9926,1
538,1.9927,1
539,1.9924,1
540,1.9925,1
541,1.9926,1
542,1.9927,1
543,1.9926,1
544,1.9927,1
545,1.993,1
546,1.9932,1
547,1.9934,1
548,1.9936,1
549,1.9934,1
550,1.9936,1
551,1.9936,1
