2,1.3124,1
3,1.543,1
4,1.6865,1
5,1.8933,1
6,2.0148,1
7,2.0753,1
8,2.2157,1
9,2.1421,1
10,2.1764,1
11,2.1713,1
12,2.2423,1
13,2.0782,1
14,2.0714,1
15,2.0596,1
16,2.0472,1
17,2.0339,1
18,2.0321,1
19,2.0342,1
20,2.0302,1
21,2.0113,1
22,2.0108,1
23,2.0091,1
24,2.0122,1
25,2.0081,1
26,2.0104,1
27,2.0081,1
28,2.0018,1
29,1.9976,1
30,1.9982,1
31,1.9977,1
32,1.9964,1
33,1.9973,1
34,1.9993,1
35,1.999,1
36,1.9999,1
37,1.9985,1
38,1.9986,1
39,1.997,1
40,1.9948,1
41,1.9922,1
42,1.9934,1
43,1.994,1
44,1.994,1
45,1.9961,1
46,1.9974,1
47,1.9988,1
48,1.9994,1
49,1.9999,1
50,1.9987,1
51,1.9972,1
52,1.9991,1
53,2.0002,1
54,2.002,1
55,2.0034,1
56,2.0024,1
57,2.0019,1
58,1.9995,1
59,1.9993,1
60,1.9952,1
61,1.9933,1
62,1.9938,1
63,1.9942,1
64,1.9931,1
65,1.993,1
66,1.9931,1
67,1.9932,1
68,1.9939,1
69,1.993,1
70,1.9937,1
71,1.994,1
72,1.9948,1
73,1.9952,1
74,1.9957,1
75,1.9945,1
76,1.9943,1
77,1.9948,1
78,1.9951,1
79,1.995,1
80,1.992,1
81,1.9923,1
82,1.9923,1
83,1.9928,1
84,1.9927,1
85,1.9929,1
86,1.9932,1
87,1.9934,1
88,1.9935,1
89,1.994,1
90,1.9925,1
91,1.9929,1
92,1.993,1
93,1.9932,1
94,1.9931,1
95,1.9933,1
96,1.9936,1
97,1.9939,1
98,1.9938,1
99,1.9939,1
100,1.9935,1
101,1.9923,1
102,1.9926,1
103,1.9926,1
104,1.9929,1
105,1.9931,1
106,1.9933,1
107,1.9936,1
108,1.9936,1
109,1.994,1
110,1.9936,1
111,1.9938,1
112,1.9933,1
113,1.9932,1
114,1.9929,1
115,1.9928,1
116,1.993,1
117,1.9932,1
118,1.9934,1
119,1.9928,1
120,1.9931,1
121,1.9931,1
122,1.9935,1
123,1.9929,1
124,1.9931,1
125,1.9932,1
126,1.9933,1
127,1.9936,1
128,1.994,1
129,1.9943,1
130,1.9945,1
131,1.9949,1
132,1.9952,1
133,1.9943,1
134,1.9946,1
135,1.9945,1
136,1.9948,1
137,1.9947,1
138,1.995,1
139,1.9955,1
140,1.9946,1
141,1.995,1
142,1.9957,1
143,1.9939,1
144,1.9943,1
145,1.9945,1
146,1.9945,1
147,1.9947,1
148,1.9952,1
149,1.9949,1
150,1.9941,1
151,1.9931,1
152,1.9932,1
153,1.9935,1
154,1.9927,1
155,1.993,1
156,1.9933,1
157,1.9935,1
158,1.9941,1
159,1.9947,1
160,1.9943,1
161,1.9947,1
162,1.9955,1
163,1.9951,1
164,1.9956,1
165,1.9952,1
166,1.9947,1
167,1.9938,1
168,1.9939,1
169,1.9937,1
170,1.9935,1
171,1.994,1
172,1.9942,1
173,1.9931,1
174,1.9935,1
175,1.9933,1
176,1.9935,1
177,1.9938,1
178,1.994,1
179,1.9938,1
180,1.994,1
181,1.9943,1
182,1.9939,1
183,1.9938,1
184,1.9939,1
185,1.9931,1
186,1.9935,1
187,1.9934,1
188,1.9939,1
189,1.9938,1
190,1.9942,1
191,1.9947,1
192,1.9953,1
193,1.9955,1
194,1.9962,1
195,1.997,1
196,1.9959,1
197,1.9945,1
198,1.9941,1
199,1.9943,1
200,1.9941,1
201,1.9944,1
202,1.995,1
203,1.9952,1
204,1.9955,1
205,1.9928,1
206,1.9918,1
207,1.9923,1
208,1.9931,1
209,1.9934,1
210,1.9937,1
211,1.9942,1
212,1.9946,1
213,1.995,1
214,1.9954,1
215,1.9956,1
216,1.9951,1
217,1.9951,1
218,1.9955,1
219,1.9927,1
220,1.9925,1
221,1.9927,1
222,1.9932,1
223,1.9933,1
224,1.9933,1
225,1.9933,1
226,1.9935,1
227,1.9936,1
228,1.994,1
229,1.993,1
230,1.9932,1
231,1.9931,1
232,1.9935,1
233,1.9935,1
234,1.9937,1
235,1.9938,1
236,1.9941,1
237,1.9944,1
238,1.9937,1
239,1.9938,1
240,1.9931,1
241,1.9931,1
242,1.9935,1
243,1.9935,1
244,1.9938,1
245,1.9942,1
246,1.9941,1
247,1.9944,1
248,1.9948,1
249,1.995,1
250,1.9955,1
251,1.9951,1
252,1.9958,1
253,1.9965,1
254,1.9968,1
255,1.9968,1
256,1.9952,1
257,1.9957,1
258,1.9961,1
259,1.9966,1
260,1.997,1
261,1.9964,1
262,1.9953,1
263,1.9925,1
264,1.9924,1
265,1.9924,1
266,1.9925,1
267,1.9926,1
268,1.9927,1
269,1.9931,1
270,1.9934,1
271,1.9936,1
272,1.9939,1
273,1.9941,1
274,1.9934,1
275,1.9935,1
276,1.9936,1
277,1.9938,1
278,1.994,1
279,1.9942,1
280,1.9942,1
281,1.9944,1
282,1.9926,1
283,1.9927,1
284,1.9928,1
285,1.9928,1
286,1.9927,1
287,1.993,1
288,1.9931,1
289,1.9933,1
290,1.9934,1
291,1.9937,1
292,1.9931,1
293,1.9932,1
294,1.9934,1
295,1.9936,1
296,1.9938,1
297,1.994,1
298,1.994,1
299,1.9942,1
300,1.9928,1
301,1.9927,1
302,1.9927,1
303,1.9927,1
304,1.9928,1
305,1.9927,1
306,1.9927,1
307,1.9929,1
308,1.9932,1
309,1.9934,1
310,1.9936,1
311,1.9938,1
312,1.994,1
313,1.9944,1
314,1.9946,1
315,1.9944,1
316,1.9947,1
317,1.995,1
318,1.9954,1
319,1.9941,1
320,1.9939,1
321,1.9942,1
322,1.9944,1
323,1.9947,1
324,1.995,1
325,1.9952,1
326,1.9944,1
327,1.9936,1
328,1.9934,1
329,1.9937,1
330,1.9932,1
331,1.9932,1
332,1.9933,1
333,1.9935,1
334,1.9937,1
335,1.9939,1
336,1.9934,1
337,1.9934,1
338,1.9927,1
339,1.9923,1
340,1.9924,1
341,1.9922,1
342,1.9923,1
343,1.9923,1
344,1.9925,1
345,1.9925,1
346,1.9926,1
347,1.9926,1
348,1.9925,1
349,1.9925,1
350,1.9924,1
351,1.9925,1
352,1.9927,1
353,1.9928,1
354,1.9929,1
355,1.9931,1
356,1.993,1
357,1.9932,1
358,1.9936,1
359,1.9941,1
360,1.9941,1
361,1.993,1
362,1.9932,1
363,1.9933,1
364,1.9936,1
